source,title,url,published,summary
Startups | TechCrunch,"أندرو يانغ استلهم من مارك كوبان لشركة الاتصالات الاقتصادية الخاصة به Noble Mobile",https://techcrunch.com/2025/09/16/andrew-yang-took-inspiration-from-mark-cuban-for-his-budget-cell-carrier-noble-mobile/,"Tue, 16 Sep 2025 17:48:19 +0000","قال يانغ لـ TechCrunch: ""أنا مذنب في التمرير السلبي مثل أي شخص آخر، لكن معرفة أن التمرير السلبي يكلفني المال في الواقع يجعلني أشعر بالغباء""."
Startups | TechCrunch,"تيكيدرا ماواكانا من Waymo تتحدث عن توسيع نطاق القيادة الذاتية بعيدًا عن الضجة",https://techcrunch.com/2025/09/16/waymos-tekedra-mawakana-on-the-truth-behind-autonomous-vehicles-at-techcrunch-disrupt-2025/,"Tue, 16 Sep 2025 17:35:00 +0000","تيكيدرا ماواكانا، الرئيسة التنفيذية المشاركة لـ Waymo، تصعد إلى منصة Disrupt في TechCrunch Disrupt 2025 (27-29 أكتوبر، سان فرانسيسكو) لمشاركة حقائق توسيع نطاق المركبات المستقلة - من السلامة إلى التنظيم إلى الطريق إلى الأمام."
Startups | TechCrunch,"Figure تصل إلى تقييم 39 مليار دولار في أحدث جولة تمويل",https://techcrunch.com/2025/09/16/figure-reaches-39b-valuation-in-latest-funding-round/,"Tue, 16 Sep 2025 16:49:44 +0000","قالت Figure إن التمويل سيستخدم لتوسيع أسطول الشركة من الروبوتات البشرية، وبناء البنية التحتية اللازمة لتسريع تدريب الروبوتات، وإطلاق جهود جمع البيانات المتقدمة."
Startups | TechCrunch,"هذه الشركة الناشئة التي تبلغ قيمتها 30 مليون دولار بنت مصنعًا روبوتيًا بحجم قفص الكلاب يتعلم من خلال مشاهدة البشر",https://techcrunch.com/2025/09/16/this-30m-startup-built-a-dog-crate-sized-robot-factory-that-learns-by-watching-humans/,"Tue, 16 Sep 2025 13:00:00 +0000","لدى MicroFactory أكثر من 100 طلب مسبق لمصنعها الروبوتي المكتبي متعدد الأغراض، والذي تأمل أن تبدأ في شحنه في غضون شهرين."
Startups | TechCrunch,"Divergent تجمع 290 مليون دولار لتوسيع إنتاج قطع غيار عسكرية متخصصة",https://techcrunch.com/2025/09/15/divergent-raises-290m-to-expand-production-of-specialized-military-parts/,"Mon, 15 Sep 2025 20:39:23 +0000","ستساعد الجولة الجديدة لشركة Divergent Technologies الشركة على توسيع بصمتها التصنيعية في جميع أنحاء الولايات المتحدة."
Startups | TechCrunch,"أكثر 9 شركات ناشئة مطلوبة من YC Demo Day",https://techcrunch.com/2025/09/15/the-9-most-sought-after-startups-from-yc-demo-day/,"Mon, 15 Sep 2025 20:11:51 +0000","طلبنا من المستثمرين الذين يركزون على YC تسمية الشركات الناشئة من دفعة صيف 2025 التي أثارت أكبر قدر من الاهتمام."
Startups | TechCrunch,"هل لا تزال الشركات الناشئة بحاجة إلى وادي السيليكون؟ المؤسسون والممولون يناقشون في TechCrunch Disrupt 2025.",https://techcrunch.com/2025/09/15/do-startups-still-need-silicon-valley-hear-from-the-founders-and-funders-challenging-old-assumptions-at-techcrunch-disrupt-2025/,"Mon, 15 Sep 2025 20:00:00 +0000","هل لا يزال وادي السيليكون يمنح المؤسسين ميزة؟ في TechCrunch Disrupt 2025 (27-29 أكتوبر، سان فرانسيسكو)، يناقش آنه-ثو تشونغ (لاغو)، وديفيد هول (ريفوليوشن)، وتاوني نازاريو-كرانز (سيغنال فاير) ما إذا كان الموقع لا يزال يقود نجاح الشركات الناشئة."
Startups | TechCrunch,"تطبيق Awake الجديد يتطلب من الذين ينامون نومًا عميقًا إكمال المهام لإيقاف المنبه",https://techcrunch.com/2025/09/15/awakes-new-app-requires-heavy-sleepers-to-complete-tasks-in-order-to-turn-off-the-alarm/,"Mon, 15 Sep 2025 19:00:59 +0000","على عكس ساعات المنبه التقليدية التي يمكن إسكاتها بنقرة بسيطة، يهدف Awake إلى إشراك أدمغة المستخدمين بشكل نشط لضمان استيقاظهم بالكامل."
Startups | TechCrunch,"داخل التحول في Disrupt: بناء المجتمع والتوسع في عصر الذكاء الاصطناعي",https://techcrunch.com/2025/09/15/on-stage-at-techcrunch-disrupt-2025-how-ai-is-forcing-late-stage-startups-to-rewire-gtm-or-be-left-behind/,"Mon, 15 Sep 2025 17:15:00 +0000","ينضم نيراف توليا (Nextdoor)، وجين ألكسندر (CapitalG)، وفانيسا لاركو (Premise, NEA) إلى TechCrunch Disrupt 2025 (27-29 أكتوبر، سان فرانسيسكو) لمشاركة استراتيجيات بناء شركات مرنة والتوسع في عصر الذكاء الاصطناعي."
Startups | TechCrunch,"الوقت ينفد للتطوع في TechCrunch Disrupt 2025",https://techcrunch.com/2025/09/15/times-running-out-to-volunteer-at-techcrunch-disrupt-2025/,"Mon, 15 Sep 2025 16:05:17 +0000","يقام TechCrunch Disrupt 2025 في الفترة من 27 إلى 29 أكتوبر في Moscone West في سان فرانسيسكو، ونحن نبحث عن متطوعين متحمسين وفضوليين ونشطين للمساعدة في تحقيق كل ذلك."
AI News | TechCrunch,"ميتا تكشف عن نظارات ذكية جديدة مع شاشة وسوار معصم للتحكم",https://techcrunch.com/2025/09/17/meta-unveils-new-smart-glasses-with-a-display-and-wristband-controller/,"Thu, 18 Sep 2025 00:25:39 +0000","عرضت ميتا أحدث نظاراتها الذكية التي تعمل بالذكاء الاصطناعي، والتي تحتوي على شاشة ويتم التحكم فيها بواسطة سوار معصم، في Meta Connect 2025."
AI News | TechCrunch,"Irregular تجمع 80 مليون دولار لتأمين نماذج الذكاء الاصطناعي الحدودية",https://techcrunch.com/2025/09/17/irregular-raises-80-million-to-secure-frontier-ai-models/,"Wed, 17 Sep 2025 21:52:00 +0000","تبلغ قيمة شركة Irregular، الشركة الناشئة في مجال أمن الذكاء الاصطناعي، الآن 450 مليون دولار، حسبما قال مصدر مقرب من الصفقة لـ TechCrunch."
AI News | TechCrunch,"تعرف على Macroscope: أداة ذكاء اصطناعي لفهم قاعدة الكود الخاصة بك وإصلاح الأخطاء",https://techcrunch.com/2025/09/17/meet-macroscope-an-ai-tool-for-understanding-your-code-base-fixing-bugs/,"Wed, 17 Sep 2025 19:52:16 +0000","يوم الأربعاء، أعلن رئيس المنتجات السابق في Twitter كايفون بيكبور عن إطلاق Macroscope، وهو نظام ذكاء اصطناعي يستهدف المطورين وقادة المنتجات يلخص التحديثات على قاعدة الكود ويكتشف الأخطاء، من بين أمور أخرى."
AI News | TechCrunch,"الصين تمنع شركاتها التكنولوجية من شراء رقائق الذكاء الاصطناعي من Nvidia",https://techcrunch.com/2025/09/17/china-tells-its-tech-companies-they-cant-buy-ai-chips-from-nivida/,"Wed, 17 Sep 2025 19:39:28 +0000","بعد تثبيط شركات التكنولوجيا بشدة عن شراء رقائق الذكاء الاصطناعي من Nvidia في أغسطس، تحظر البلاد الآن هذه الممارسة تمامًا."
AI News | TechCrunch,"أمازون تطلق وكيل ذكاء اصطناعي لمساعدة البائعين على إكمال المهام وإدارة أعمالهم",https://techcrunch.com/2025/09/17/amazon-launches-ai-agent-to-help-sellers-complete-tasks-and-manage-their-businesses/,"Wed, 17 Sep 2025 14:18:50 +0000","تقوم الشركة بتحديث Seller Assistant، أداة الذكاء الاصطناعي الخاصة بها للبائعين الخارجيين، للمساعدة في التعامل مع المهام نيابة عن البائع."
AI News | TechCrunch,"Sonair بنت مستشعرها بالموجات فوق الصوتية ثلاثي الأبعاد مع مراعاة سلامة الروبوتات",https://techcrunch.com/2025/09/17/sonair-built-its-3d-ultrasonic-sensor-with-robotic-safety-in-mind/,"Wed, 17 Sep 2025 11:00:00 +0000","يستخدم مستشعر الشركة السونار والصدى لمنح الروبوتات مزيدًا من المعلومات حول بيئتها المحيطة."
AI News | TechCrunch,"Meta Connect 2025: ما يمكن توقعه وكيفية المشاهدة",https://techcrunch.com/2025/09/16/meta-connect-2025-what-to-expect-and-how-to-watch/,"Tue, 16 Sep 2025 21:55:23 +0000","من المتوقع أن تكشف ميتا عن إصدارات جديدة من نظاراتها الذكية التي تعمل بالذكاء الاصطناعي، بالإضافة إلى سوار معصم يشير إلى الإيماءات."
AI News | TechCrunch,"وادي السيليكون يراهن بشكل كبير على 'البيئات' لتدريب وكلاء الذكاء الاصطناعي",https://techcrunch.com/2025/09/16/silicon-valley-bets-big-on-environments-to-train-ai-agents/,"Tue, 16 Sep 2025 19:00:48 +0000","موجة من الشركات الناشئة تنشئ بيئات RL لمساعدة مختبرات الذكاء الاصطناعي على تدريب الوكلاء. قد يكون هذا هو الهوس التالي في وادي السيليكون."
AI News | TechCrunch,"Gemini يتصدر متجر التطبيقات بفضل نموذج الصور الجديد للذكاء الاصطناعي، Nano Banana",https://techcrunch.com/2025/09/16/gemini-tops-the-app-store-thanks-to-new-ai-image-model-nano-banana/,"Tue, 16 Sep 2025 18:07:40 +0000","على الرغم من أن الشهر لم ينته بعد، فقد اكتسب تطبيق Gemini بالفعل 12.6 مليون تنزيل في سبتمبر، ارتفاعًا من 8.7 مليون في أغسطس."
AI News | TechCrunch,"OpenAI ستطبق قيودًا جديدة على مستخدمي ChatGPT الذين تقل أعمارهم عن 18 عامًا",https://techcrunch.com/2025/09/16/openai-will-apply-new-restrictions-to-chatgpt-users-under-18/,"Tue, 16 Sep 2025 16:28:55 +0000","بموجب السياسة الجديدة، سيتم تدريب ChatGPT على عدم الانخراط في ""محادثات غزلية"" مع المستخدمين القصر، وسيتم وضع حواجز إضافية حول مناقشات الانتحار."
AI News | TechCrunch,"D-ID تستحوذ على شركة الفيديو الناشئة Simpleshow ومقرها برلين",https://techcrunch.com/2025/09/16/d-id-acquires-berlin-based-video-startup-simpleshow/,"Tue, 16 Sep 2025 15:00:00 +0000","ترى كلتا الشركتين مستقبلًا قويًا للأفاتارات الرقمية لأنواع مختلفة من مقاطع الفيديو، بما في ذلك التدريب والتسويق والمبيعات."
AI News | TechCrunch,"يوتيوب ستستخدم الذكاء الاصطناعي لمساعدة صانعي البودكاست على الترويج لأنفسهم بالمقاطع و Shorts",https://techcrunch.com/2025/09/16/youtube-to-use-ai-to-help-podcasters-promote-themselves-with-clips-and-shorts/,"Tue, 16 Sep 2025 14:30:00 +0000","يوتيوب تثير حماس الجمهور بأدوات جديدة تعمل بالذكاء الاصطناعي لتحويل البودكاست إلى مقاطع فيديو، حتى لو كانت صوتية فقط."
AI News | TechCrunch,"يوتيوب تعلن عن أدوات ذكاء اصطناعي توليدية جديدة لمنشئي Shorts",https://techcrunch.com/2025/09/16/youtube-announces-new-generative-ai-tools-for-shorts-creators/,"Tue, 16 Sep 2025 14:30:00 +0000","يوتيوب تجلب نسخة مخصصة من نموذج Google التوليدي لتحويل النص إلى فيديو، Veo 3، إلى Shorts، إلى جانب أداة إعادة مزج جديدة، وميزة ""تعديل بالذكاء الاصطناعي""، والمزيد."
Hacker News,"إطلاق HN: RunRL (YC X25) – تعلم معزز كخدمة",https://runrl.com,"2025-09-17T16:13:00Z",""
Hacker News,"إطلاق HN: Rowboat (YC S24) – بيئة تطوير متكاملة مفتوحة المصدر للأنظمة متعددة الوكلاء",https://github.com/rowboatlabs/rowboat,"2025-09-16T17:01:16Z",""
Hacker News,"إطلاق HN: Trigger.dev (YC W23) – منصة مفتوحة المصدر لبناء تطبيقات ذكاء اصطناعي موثوقة",https://news.ycombinator.com/item?id=45250720,"2025-09-15T15:20:18Z",""
Hacker News,"إطلاق HN: Ghostship (YC S25) – وكلاء ذكاء اصطناعي يجدون الأخطاء في تطبيق الويب الخاص بك",https://news.ycombinator.com/item?id=45215032,"2025-09-11T19:06:32Z",""
Hacker News,"إطلاق HN: Recall.ai (YC W20) – واجهة برمجة تطبيقات لتسجيلات الاجتماعات ونصوصها",https://news.ycombinator.com/item?id=45199648,"2025-09-10T16:00:06Z",""
Hacker News,"إطلاق HN: Slashy (YC S25) – ذكاء اصطناعي يتصل بالتطبيقات وينفذ المهام",https://news.ycombinator.com/item?id=45129031,"2025-09-04T16:27:41Z",""
Hacker News,"إطلاق HN: Risely (YC S25) – وكلاء ذكاء اصطناعي للجامعات",https://news.ycombinator.com/item?id=45116859,"2025-09-03T15:21:35Z",""
Hacker News,"إطلاق HN: Datafruit (YC S25) – ذكاء اصطناعي لـ DevOps",https://news.ycombinator.com/item?id=45104974,"2025-09-02T16:08:31Z",""
Hacker News,"إطلاق HN: VibeFlow (YC S25) – منشئ تطبيقات الويب مع تدفقات عمل مرئية وقابلة للتحرير",https://news.ycombinator.com/item?id=45084759,"2025-08-31T17:00:19Z",""
Hacker News,"إطلاق HN: Dedalus Labs (YC S25) – Vercel للوكلاء",https://news.ycombinator.com/item?id=45054040,"2025-08-28T16:22:02Z",""
Hacker News,"عرض HN: دردشة السبعة دولارات - Claude، Llama، DeepSeek والمزيد",https://7chat.sbs/,"2025-08-27T23:22:52Z",""
Hacker News,"إطلاق HN: Bitrig (YC S25) – بناء تطبيقات Swift على جهاز iPhone الخاص بك",https://news.ycombinator.com/item?id=45041185,"2025-08-27T15:39:33Z",""
Hacker News,"إطلاق HN: April (YC S25) – ذكاء اصطناعي صوتي لإدارة بريدك الإلكتروني وتقويمك",https://news.ycombinator.com/item?id=45015230,"2025-08-25T15:56:26Z",""
Hacker News,"إطلاق HN: BlankBio (YC S25) – جعل الحمض النووي الريبي قابلاً للبرمجة",https://news.ycombinator.com/item?id=44986809,"2025-08-22T16:53:30Z",""
Hacker News,"إطلاق HN: Inconvo (YC S23) – وكلاء ذكاء اصطناعي لتحليلات تواجه العملاء",https://news.ycombinator.com/item?id=44984096,"2025-08-22T12:59:07Z",""
Hacker News,"إطلاق HN: Skope (YC S25) – تسعير قائم على النتائج لمنتجات البرامج",https://news.ycombinator.com/item?id=44973758,"2025-08-21T15:09:38Z",""
Hacker News,"إطلاق HN: Channel3 (YC S25) – قاعدة بيانات لكل منتج على الإنترنت",https://news.ycombinator.com/item?id=44962881,"2025-08-20T15:34:07Z",""
Hacker News,"إطلاق HN: Parachute (YC S25) – حواجز حماية للذكاء الاصطناعي السريري",https://news.ycombinator.com/item?id=44952246,"2025-08-19T14:53:11Z",""
Hacker News,"إطلاق HN: Uplift (YC S25) – نماذج صوتية للغات غير المخدومة",https://news.ycombinator.com/item?id=44950661,"2025-08-19T12:10:09Z",""
Hacker News,"إطلاق HN: Reality Defender (YC W22) – واجهة برمجة تطبيقات للكشف عن التزييف العميق والذكاء الاصطناعي التوليدي",https://www.realitydefender.com/platform/api,"2025-08-18T15:16:34Z",""
Hacker News,"إطلاق HN: Embedder (YC S25) – كود Claude للبرامج المدمجة",https://news.ycombinator.com/item?id=44915206,"2025-08-15T17:38:05Z",""
Hacker News,"إطلاق HN: Cyberdesk (YC S25) – أتمتة تطبيقات سطح المكتب القديمة في Windows",https://news.ycombinator.com/item?id=44901528,"2025-08-14T15:24:53Z",""
Hacker News,"إطلاق HN: Golpo (YC S25) – مقاطع فيديو توضيحية تم إنشاؤها بواسطة الذكاء الاصطناعي",https://video.golpoai.com/,"2025-08-13T17:11:35Z",""
Hacker News,"إطلاق HN: Design Arena (YC S25) – معيار ذكاء اصطناعي وجهاً لوجه للجماليات",https://news.ycombinator.com/item?id=44878257,"2025-08-12T16:10:03Z",""
Hacker News,"إطلاق HN: Halluminate (YC S25) – محاكاة الإنترنت لتدريب استخدام الكمبيوتر",https://news.ycombinator.com/item?id=44865290,"2025-08-11T15:30:49Z",""
Hacker News,"إطلاق HN: Societies.io (YC W25) – محاكاة الذكاء الاصطناعي لجمهورك المستهدف",https://news.ycombinator.com/item?id=44755654,"2025-08-01T12:13:12Z",""
Hacker News,"إطلاق HN: Gecko Security (YC F24) – ذكاء اصطناعي يجد الثغرات في الكود",https://news.ycombinator.com/item?id=44747204,"2025-07-31T16:23:09Z",""
Hacker News,"إطلاق HN: Lucidic (YC W25) – تصحيح أخطاء واختبار وتقييم وكلاء الذكاء الاصطناعي في الإنتاج",https://news.ycombinator.com/item?id=44735843,"2025-07-30T15:54:02Z",""
Hacker News,"إطلاق HN: Hyprnote (YC S25) – مدون ملاحظات اجتماعات ذكاء اصطناعي مفتوح المصدر",https://news.ycombinator.com/item?id=44725306,"2025-07-29T16:24:08Z",""
Hacker News,"إطلاق HN: Promi (YC S24) – تخصيص خصومات التجارة الإلكترونية وعروض البيع بالتجزئة",https://news.ycombinator.com/item?id=44649115,"2025-07-22T16:11:45Z",""
Hacker News,"اسأل HN: هل Launch HN مخصص فقط للشركات المدعومة من YC؟",https://news.ycombinator.com/item?id=44543958,"2025-07-12T18:26:37Z",""
Hacker News,"إطلاق HN: Leaping (YC W25) – ذكاء اصطناعي صوتي ذاتي التحسين",https://news.ycombinator.com/item?id=44523523,"2025-07-10T17:42:54Z",""
Hacker News,"إطلاق HN: Morph (YC S23) – تطبيق تعديلات كود الذكاء الاصطناعي بسرعة 4500 توكن/ثانية",https://news.ycombinator.com/item?id=44490863,"2025-07-07T14:40:45Z",""
Hacker News,"إطلاق HN: K-Scale Labs (YC W24) – روبوتات بشرية مفتوحة المصدر",https://news.ycombinator.com/item?id=44456904,"2025-07-03T16:44:18Z",""
Hacker News,"إطلاق HN: Empromptu.ai – وكيل ذكاء اصطناعي يبني تطبيقات ذكاء اصطناعي",https://news.ycombinator.com/item?id=44395931,"2025-06-27T11:31:28Z",""
Hacker News,"إطلاق HN: Issen (YC F24) – مدرس لغة ذكاء اصطناعي شخصي",https://news.ycombinator.com/item?id=44387828,"2025-06-26T14:32:28Z",""
Hacker News,"إطلاق HN: Reducto Studio (YC W24) – بناء خطوط أنابيب مستندات دقيقة وسريعة",https://news.ycombinator.com/item?id=44356799,"2025-06-23T15:30:33Z",""
Hacker News,"إطلاق HN: Vassar Robotics (YC X25) – ذراع روبوت بقيمة 219 دولارًا يتعلم مهارات جديدة",https://news.ycombinator.com/item?id=44240302,"2025-06-10T19:12:17Z",""
Hacker News,"إطلاق HN: BitBoard (YC X25) – وكلاء ذكاء اصطناعي للمكاتب الخلفية للرعاية الصحية",https://news.ycombinator.com/item?id=44237769,"2025-06-10T15:09:30Z",""
Hacker News,"إطلاق HN: Chonkie (YC X25) – مكتبة مفتوحة المصدر للتقطيع المتقدم",https://github.com/trycua/cua,"2025-06-09T16:09:03Z",""
Hacker News,"إطلاق HN: MindFort (YC X25) – وكلاء ذكاء اصطناعي للاختبار المستمر للاختراق",https://news.ycombinator.com/item?id=44117465,"2025-05-28T16:00:44Z",""
Hacker News,"إطلاق HN: Relace (YC W23) – نماذج لتوليد كود سريع وموثوق",https://news.ycombinator.com/item?id=44108206,"2025-05-27T15:59:20Z",""
Hacker News,"إطلاق HN: Nomi (YC X25) – مساعد للمبيعات",https://news.ycombinator.com/item?id=44098706,"2025-05-26T16:05:21Z",""
Hacker News,"إطلاق HN: WorkDone (YC X25) – تدقيق الذكاء الاصطناعي للسجلات الطبية",https://news.ycombinator.com/item?id=44063000,"2025-05-22T15:23:40Z",""
Hacker News,"إطلاق HN: SIM Studio (YC X25) – لوحة شبيهة بـ Figma لتدفقات عمل الوكلاء",https://news.ycombinator.com/item?id=44052766,"2025-05-21T15:49:15Z",""
Hacker News,"إطلاق HN: Opusense (YC X25) – مساعد ذكاء اصطناعي لمفتشي البناء في الموقع",https://news.ycombinator.com/item?id=44042791,"2025-05-20T15:35:29Z",""
Hacker News,"إطلاق HN: Better Auth (YC X25) – إطار عمل مصادقة لـ TypeScript",https://news.ycombinator.com/item?id=44030492,"2025-05-19T14:48:03Z",""
Hacker News,"إطلاق HN: Tinfoil (YC X25): خصوصية يمكن التحقق منها للذكاء الاصطناعي السحابي",https://news.ycombinator.com/item?id=43996555,"2025-05-15T16:19:00Z",""
Hacker News,"إطلاق HN: Jazzberry (YC X25) – وكيل ذكاء اصطناعي للعثور على الأخطاء",https://news.ycombinator.com/item?id=43985994,"2025-05-14T15:52:21Z",""
Hacker News,"إطلاق HN: Miyagi (YC W25) يحول مقاطع فيديو YouTube إلى دورات تفاعلية عبر الإنترنت",https://news.ycombinator.com/item?id=43972425,"2025-05-13T12:56:42Z",""
Hacker News,"إطلاق HN: ParaQuery (YC X25) – Spark/SQL مسرّع بواسطة GPU",https://news.ycombinator.com/item?id=43964505,"2025-05-12T16:01:31Z",""
Hacker News,"إطلاق HN: Nao Labs (YC X25) – مؤشر للبيانات",https://news.ycombinator.com/item?id=43938607,"2025-05-09T16:28:28Z",""
Hacker News,"إطلاق HN: Exa (YC S21) – الويب كقاعدة بيانات",https://news.ycombinator.com/item?id=43906841,"2025-05-06T16:18:42Z",""
Hacker News,"إطلاق HN: Cua (YC X25) – حاوية Docker مفتوحة المصدر لوكلاء استخدام الكمبيوتر",https://github.com/trycua/cua,"2025-04-23T15:55:05Z",""
Hacker News,"إطلاق HN: Infra.new (YC W23) – مساعد DevOps مع حواجز حماية مدمجة",https://news.ycombinator.com/item?id=43763026,"2025-04-22T14:59:53Z",""
Hacker News,"إطلاق HN: Magic Patterns (YC W23) – تصميم ونماذج أولية للذكاء الاصطناعي لفرق المنتجات",https://news.ycombinator.com/item?id=43752176,"2025-04-21T14:07:03Z",""
Hacker News,"إطلاق HN: Jasmine (YC S22) – أتمتة الامتثال لـ REC والمدفوعات للطاقة الشمسية",https://news.ycombinator.com/item?id=43705065,"2025-04-16T13:11:12Z",""
Hacker News,"إطلاق HN: mrge.io (YC X25) – مؤشر لمراجعة الكود",https://news.ycombinator.com/item?id=43692476,"2025-04-15T13:34:21Z",""
Hacker News,"إطلاق HN: ASim (YC S21) – تطبيق جوال يولد تطبيقات جوال",https://news.ycombinator.com/item?id=43547677,"2025-04-01T15:06:11Z",""
Hacker News,"إطلاق HN: Augento (YC W25) – ضبط وكلائك بدقة باستخدام التعلم المعزز",https://news.ycombinator.com/item?id=43537505,"2025-03-31T17:29:04Z",""
