id,title,authors,published,summary,link
2509.12740v1,توأم رقمي توليدي وتمييزي عميق مزود بمشفر ذاتي متغير لمراقبة الحالة الحرارية التنبؤية غير الخاضعة للإشراف للروبوتات الفيزيائية في الصناعة 6.0 والمجتمع 6.0,إريك غيفو كايغوم,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"تُستخدم الروبوتات بلا هوادة لتحقيق الكفاءة التشغيلية في الصناعة 4.0، إلى جانب تقديم دعم تكافلي ومستدام للقوى العاملة في الصناعة 5.0. ونظرًا لضرورة المرونة والمتانة والرفاهية في التصنيع المقاوم للكسر والمهام المجتمعية التي تركز على الإنسان، فإن التوقع والتكيف الذاتيين مع التشبع الحراري والحروق الناتجة عن ارتفاع درجة حرارة المحركات يُصبحان أساسيين لسلامة الإنسان وتوافر الروبوت. وبالتالي، يُتوقع من الروبوتات أن تُحافظ على أدائها ذاتيًا وتُقدم تجربة مستخدم، بالإضافة إلى إبلاغ قدراتها للوكلاء الآخرين مسبقًا لضمان أتمتة المهام حراريًا بالكامل، وإطالة عمرها دون تدخل بشري. ومع ذلك، فإن إيقاف تشغيل الروبوت التقليدي، عند مواجهة تشبع حراري وشيك، يُعيق الإنتاجية في المصانع والراحة في المجتمع، بينما يصعب تطبيق استراتيجيات التبريد بعد اقتناء الروبوت. في هذا العمل، يتم الاستفادة من التوائم الرقمية الذكية المزودة بالذكاء الاصطناعي التوليدي، أي المُرمِّزات التلقائية المتغيرة، لإدارة الحالات الحرارية الشاذة وتوليد حالات روبوتية غير حرجة. يُشتق مفهوم الصعوبة الحرارية من خطأ إعادة بناء مُرمِّزات التباين التلقائي. يمكن للروبوت استخدام هذه النتيجة للتنبؤ بالجدوى الحرارية لأنماط الحركة المطلوبة، وتوقعها، ومشاركتها، لتلبية متطلبات التطبيقات الناشئة في الصناعة 6.0 والمجتمع 6.0.",https://arxiv.org/abs/2509.12740v1
2509.12739v1,التعلم العميق للتنبؤ الخالي من النماذج للحالات الحرارية لمحركات مفصل الروبوت,ترونج كين لا؛ إريك جيفو كايجوم,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"في هذا العمل، تم تدريب شبكات عصبية عميقة، مكونة من عدة طبقات مخفية من الذاكرة طويلة المدى قصيرة المدى (LSTM) وطبقات تغذية أمامية، للتنبؤ بالسلوك الحراري لمحركات المفاصل في روبوتات التحكم. وقد تم اعتماد نهج خالٍ من النماذج وقابل للتطوير. ويستوعب هذا النهج تحديات التعقيد وعدم اليقين الناتجة عن اشتقاق وتحديد والتحقق من صحة عدد كبير من معلمات نموذج تقريبي نادر التوفر. ولتحقيق ذلك، تم جمع عزم دوران المفاصل المُستشعر ومعالجته للتنبؤ بالسلوك الحراري لمحركات المفاصل. وتُعرض نتائج تنبؤ واعدة لالتقاط ديناميكيات درجة حرارة محركات المفاصل، القائمة على التعلم الآلي، لروبوت ذي سبعة مفاصل.",https://arxiv.org/abs/2509.12739v1
2509.12732v1,إطار عمل جديد للشبكات العصبية المتكررة للتنبؤ بتطور الطفرات السرطانية وعلاجها,ريشاب بارثاساراثي؛ أشينتيا بوميك,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"على الرغم من التقدم الطبي الكبير، لا يزال السرطان هو السبب الرئيسي الثاني للوفاة، حيث يموت أكثر من 600000 شخص سنويًا في الولايات المتحدة. أحد المجالات الناشئة، وهو تحليل المسار، واعد ولكنه لا يزال يعتمد على بيانات المختبر الرطب المشتقة يدويًا، والتي تستغرق وقتًا طويلاً للحصول عليها. يقترح هذا العمل إطارًا فعالًا وفعالًا من البداية إلى النهاية لتحليل المسار القائم على الذكاء الاصطناعي (AI) والذي يتنبأ بشدة السرطان وتقدم الطفرة، وبالتالي يوصي بالعلاجات الممكنة. تتضمن التقنية المقترحة مزيجًا جديدًا من نماذج التعلم الآلي للسلاسل الزمنية وتحليل المسار. أولاً، تم عزل تسلسلات الطفرات من قاعدة بيانات أطلس جينوم السرطان (TCGA). بعد ذلك، تم استخدام خوارزمية معالجة مسبقة جديدة لتصفية الطفرات الرئيسية حسب تواتر الطفرات. تم تغذية هذه البيانات في شبكة عصبية متكررة (RNN) التي تنبأت بشدة السرطان. بعد ذلك، استخدم النموذج بشكل احتمالي تنبؤات RNN والمعلومات من خوارزمية المعالجة المسبقة وقواعد بيانات متعددة لأهداف الأدوية للتنبؤ بالطفرات المستقبلية والتوصية بالعلاجات الممكنة. حقق هذا الإطار نتائج قوية، وحقق منحنيات خصائص تشغيل المُستقبِل (ROC) (مقياس إحصائي رئيسي) بدقة تجاوزت 60%، وهي مماثلة لتشخيصات السرطان الحالية. إضافةً إلى ذلك، لعبت المعالجة المسبقة دورًا محوريًا في عزل الطفرات المهمة، مما يُظهر أن كل مرحلة من مراحل السرطان المدروسة قد تحتوي على ما يقارب بضع مئات من الطفرات الرئيسية المُحفِّزة، بما يتوافق مع الأبحاث الحالية. كما تم إنشاء خرائط حرارية بناءً على تواتر الجينات المُتوقع، مما يُبرز الطفرات الرئيسية في كل سرطان. بشكل عام، يُعد هذا العمل أول من يقترح إطارًا شاملًا وفعالًا من حيث التكلفة لتوقع تطور السرطان وتوفير العلاجات المُمكنة دون الاعتماد على التجارب المعملية المُكلفة والمُستهلكة للوقت.",https://arxiv.org/abs/2509.12732v1
2509.12730v1,نهج التعلم الآلي البياني لاكتشاف الأنماط الطوبولوجية في الرسوم البيانية التفاعلية,فرانشيسكو زولا؛ جون أندير مدينا؛ أندريا فنتوري؛ أمايا جيل؛ راؤول أوردونا,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"لقد عرّض تنامي النظم البيئية الرقمية القطاع المالي لأساليب إساءة استخدام وأساليب إجرامية متطورة تتشارك المعرفة والتقنيات التشغيلية داخل بيئات مختلفة وعبرها (القائمة على العملات الورقية، والأصول المشفرة، إلخ). تفتقر الأنظمة التقليدية القائمة على القواعد إلى القدرة على التكيف اللازمة للكشف عن السلوكيات (الأنماط) الإجرامية المعقدة أو المنسقة، مما يُبرز الحاجة إلى استراتيجيات تُحلل تفاعلات الجهات الفاعلة للكشف عن الأنشطة المشبوهة واستخلاص أساليب عملها. لهذا السبب، نقترح في هذا العمل نهجًا يدمج التعلم الآلي البياني وتحليل الشبكات لتحسين اكتشاف الأنماط الطوبولوجية المعروفة ضمن الرسوم البيانية للمعاملات. ومع ذلك، يكمن التحدي الرئيسي في قيود مجموعات البيانات المالية التقليدية، التي غالبًا ما تُوفر معلومات متفرقة وغير مُصنّفة يصعب استخدامها لتحليل الأنماط البيانية. لذلك، نقترح أولًا إطار عمل للمعالجة المسبقة من أربع خطوات، يتضمن: (أ) استخراج هياكل الرسوم البيانية، (ب) مراعاة توقيت البيانات لإدارة مجموعات العقد الكبيرة، (ج) اكتشاف التجمعات داخلها، و(د) تطبيق استراتيجيات الوسم التلقائي لتوليد تسميات ضعيفة. بعد ذلك، وبعد معالجة البيانات، يتم تنفيذ مُرمِّزات الرسوم البيانية التلقائية للتمييز بين الأنماط الطوبولوجية المعروفة. وتحديدًا، يتم تنفيذ ثلاثة متغيرات مختلفة من GAE ومقارنتها في هذا التحليل. تُظهر النتائج الأولية أن هذه الطريقة، التي تركز على الأنماط وتعتمد على الطوبولوجيا، فعّالة في الكشف عن مخططات الجرائم المالية المعقدة، مما يُقدم بديلاً واعدًا لأنظمة الكشف التقليدية القائمة على القواعد.",https://arxiv.org/abs/2509.12730v1
2509.12728v1,إعادة بناء الهولوغرافية القابلة للتعميم عبر مقدمات الانتشار ذات السعة فقط,جونغسول كيم؛ تشانسيوك لي؛ جونغ تشول يي؛ موسوك جانج,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"يُعد استرجاع الطور في التصوير المجسم الخطي مشكلة عكسية أساسية، وإن كانت غير واضحة، نظرًا للترابط غير الخطي بين السعة والطور في التصوير المتماسك. نقدم حلاً جاهزًا جديدًا يعتمد على نموذج انتشار مُدرّب فقط على سعة الجسم لاستعادة كلٍّ من السعة والطور من شدة الانعراج. باستخدام إطار عمل لأخذ العينات قائم على التنبؤ والمصحح مع تدرجات احتمالية منفصلة للسعة والطور، تُمكّن طريقتنا من إعادة بناء مجال معقد دون الحاجة إلى بيانات طور حقيقية للتدريب. نتحقق من صحة النهج المقترح من خلال عمليات محاكاة وتجارب مكثفة، مما يُظهر تعميمًا قويًا عبر أشكال جسم متنوعة، وتكوينات أنظمة تصوير، ووسائط تصوير، بما في ذلك الإعدادات بدون عدسات. والجدير بالذكر أن مُسبق الانتشار المُدرّب على بيانات سعة بسيطة (مثل حبيبات البوليسترين) يُعيد بناء هياكل الأنسجة البيولوجية المعقدة بنجاح، مما يُبرز قدرة الطريقة على التكيف. يوفر هذا الإطار حلاً فعالاً من حيث التكلفة وقابلاً للتعميم للمشكلات العكسية غير الخطية في التصوير الحسابي، ويؤسس الأساس لتطبيقات التصوير المتماسك الأوسع نطاقاً خارج التصوير المجسم.",https://arxiv.org/abs/2509.12728v1
2509.12727v1,تقريب الانحناء غير المتحيز عبر الإنترنت للتعلم المستمر للرسم البياني المنتظم,جي يين؛ كي صن؛ هان وو,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"يهدف التعلم المستمر للرسومات (GCL) إلى التعلم من سلسلة متواصلة من المهام القائمة على الرسوم البيانية. تُعد أساليب التنظيم ضرورية لمنع النسيان الكارثي في ​​GCL، لا سيما في بيئة التعلم التدريجي للفئات الخالية من الإعادة، حيث تتكون كل مهمة من مجموعة من الفئات الفريدة. في هذا العمل، نُنشئ أولًا إطار عمل تنظيم عام لـ GCL يعتمد على فضاء المعلمات المنحني الناتج عن مصفوفة معلومات فيشر (FIM). نُظهر أن توحيد الوزن المرن السائد (EWC) ومتغيراته تُمثل حالة خاصة ضمن هذا الإطار، باستخدام تقريب قطري لمصفوفة معلومات فيشر التجريبية استنادًا إلى معلمات من مهام سابقة. وللتغلب على قيودها، نقترح تقريبًا جديدًا غير متحيز للانحناء عبر الإنترنت لمصفوفة معلومات فيشر الكاملة استنادًا إلى حالة التعلم الحالية للنموذج. تُقدر طريقتنا حد التنظيم مباشرةً عبر الإنترنت دون تقييم وتخزين مصفوفة معلومات فيشر نفسها بشكل صريح. يُمكّن هذا النموذج من رصد مشهد الخسارة بشكل أفضل أثناء تعلم مهام جديدة مع الاحتفاظ بالمعرفة المكتسبة من المهام السابقة. تُظهر التجارب المكثفة على ثلاث مجموعات بيانات بيانية أن طريقتنا تتفوق بشكل كبير على الطرق القائمة على التنظيم، مما يحقق توازناً أفضل بين الاستقرار (الاحتفاظ بالمعرفة القديمة) والمرونة (اكتساب المعرفة الجديدة).",https://arxiv.org/abs/2509.12727v1
2509.12724v1,الدفاع مقابل الهجوم: تجاوز الدفاعات الضعيفة يُمكّن من تحقيق اختراقات أقوى في نماذج الرؤية واللغة,يونهان تشاو؛ شيانغ تشنغ؛ شينغجون ما,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"على الرغم من قدراتها الفائقة، فقد ثبت أن نماذج الرؤية واللغة (VLMs) عرضة لهجمات كسر الحماية. ورغم التقدم الملحوظ الذي أحرزته عمليات كسر الحماية الأخيرة، إلا أنه لا يزال من الممكن تحسين فعاليتها وكفاءتها. في هذا العمل، نكشف عن ظاهرة مثيرة للاهتمام: دمج الدفاع الضعيف في مسار الهجوم يمكن أن يعزز بشكل كبير من فعالية وكفاءة عمليات كسر الحماية على نماذج الرؤية واللغة. بناءً على هذه الرؤية، نقترح Defense2Attack، وهي طريقة كسر حماية جديدة تتجاوز حواجز الأمان الخاصة بنماذج الرؤية واللغة من خلال الاستفادة من الأنماط الدفاعية لتوجيه تصميم مطالبات كسر الحماية. تتكون Defense2Attack تحديدًا من ثلاثة مكونات رئيسية: (1) مُحسِّن بصري يُدمج اضطرابات عدائية عالمية بدلالات إيجابية ومشجعة؛ (2) مُحسِّن نصي يُحسّن المُدخلات باستخدام مطالبة بنمط دفاعي؛ و(3) مُولِّد لاحقات الفريق الأحمر الذي يُعزز عملية كسر الحماية من خلال الضبط الدقيق للتعزيز. نُقيِّم طريقتنا تجريبيًا على أربعة نماذج رؤية ولغة وأربعة معايير أمان. تُظهر النتائج أن Defense2Attack يحقق أداءً متفوقًا في كسر الحماية من محاولة واحدة، متفوقًا على أساليب الهجوم المتطورة التي تتطلب غالبًا محاولات متعددة. يقدم عملنا منظورًا جديدًا لكسر حماية أجهزة VLM.",https://arxiv.org/abs/2509.12724v1
2509.12716v1,تحسين منطقة الاهتمام المشتركة والتسليم في الشبكة المتكاملة الفضائية-الجوية-الأرضية,زيفان لانج؛ جويكسيا ليو؛ جينج صن؛ جياهوي لي؛ جياتشنغ وانغ؛ ويجي يوان؛ دوسيت نياتو؛ دونغ إن كيم,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"على الرغم من الانتشار الواسع للشبكات الأرضية، لا يزال توفير خدمات اتصالات موثوقة للمناطق النائية والحفاظ على الاتصال أثناء حالات الطوارئ أمرًا صعبًا. تُقدم مجموعات الأقمار الصناعية في المدار الأرضي المنخفض (LEO) حلولًا واعدة بفضل قدراتها على التغطية العالمية وانخفاض زمن الوصول، إلا أنها تُعاني من التغطية المتقطعة ونوافذ الاتصال المحدودة بسبب ديناميكيات المدار. تُقدم هذه الورقة البحثية بنية شبكة متكاملة فضائية-جوية-أرضية (SAGIN) مُراعية لعصر المعلومات (AoI)، والتي تستفيد من منصة عالية الارتفاع (HAP) كمُرحِّل ذكي بين أقمار LEO والمحطات الأرضية. يستخدم تصميمنا ثلاثي الطبقات وصلات بصرية هجينة في الفضاء الحر (FSO) للاتصال عالي السعة بين الأقمار الصناعية ومنصة HAP، ووصلات تردد لاسلكي موثوقة (RF) لنقل HAP إلى الأرض، مما يُعالج الانقطاع الزمني في تغطية أقمار LEO مع خدمة أولويات المستخدمين المتنوعة. على وجه التحديد، قمنا بصياغة مشكلة تحسين مُشتركة لتقليل نطاق المعلومات (AoI) وتردد تسليم الأقمار الصناعية في آنٍ واحد من خلال التوزيع الأمثل لطاقة الإرسال وقرارات اختيار الأقمار الصناعية. تُشكّل هذه المشكلة شديدة الديناميكية وغير المحدبة، ذات القيود المقترنة بالزمن، تحديات حسابية كبيرة للمناهج التقليدية. ولمعالجة هذه الصعوبات، نقترح خوارزمية جديدة لشبكة Q ثنائية العمق، مُحسّنة بنموذج الانتشار (DM)، مع تحليل الفعل وترميز مُحوّل الحالة (DD3QN-AS)، تتضمن استخلاص السمات الزمنية القائم على المُحوّل، وتستخدم وحدة توليد مُوجِّهة كامنة قائمة على نموذج الانتشار لتحسين تمثيلات الحالة والفعل من خلال إزالة الضوضاء الشرطية. تُبرز نتائج المحاكاة الأداء المتفوق للنهج المُقترح مُقارنةً بالطرق القائمة على السياسات وبعض معايير التعلم المُعزّز العميق الأخرى.",https://arxiv.org/abs/2509.12716v1
2509.12708v1,التحليل العميق المكاني الزمني في PyTorch: تطبيق إضافي لبيانات هطول الأمطار من أجل الاستيفاء والتنبؤ الاحتمالي,براتيك ناج,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"يُقدَّم تحليلٌ مُفصَّل لبيانات هطول الأمطار في أوروبا، مع التركيز على تطبيقات الاستيفاء والتنبؤ. وقد طُبِّق إطار عمل Spatio-temporal DeepKriging (STDK) باستخدام منصة PyTorch لتحقيق هذه الأهداف. النموذج المُقترَح قادرٌ على معالجة التفاوتات المكانية والزمانية مع توليد استيفاءات عالية الدقة وتنبؤات متعددة الخطوات. طُوِّرت وحدات برمجية قابلة للتكرار كتطبيقات مستقلة لـ PyTorch للاستيفاء والتنبؤ، مما يُسهِّل تطبيقًا أوسع نطاقًا على مجموعات بيانات مناخية مماثلة. وتُبرهن فعالية هذا النهج من خلال التقييم المُكثَّف لقياسات هطول الأمطار اليومية، مما يُسلِّط الضوء على الأداء التنبُّئي ودقته.",https://arxiv.org/abs/2509.12708v1
2509.12704v1,NORA: نهج تعليمي تمثيلي موجه نحو طب الكلى لتصنيف أمراض الكلى المزمنة,محمد عبد الحفيظ خان؛ تويشا بهاتاشاريا؛ عمر خان؛ نورا خان؛ ألينا عزيز فاطمة خان؛ محمد قطب خان؛ سوجوي غوش هاجرا,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"يؤثر مرض الكلى المزمن (CKD) على ملايين الأشخاص حول العالم، إلا أن الكشف المبكر عنه لا يزال يمثل تحديًا، لا سيما في العيادات الخارجية حيث غالبًا ما تكون المؤشرات الحيوية الكلوية المختبرية غير متوفرة. في هذا العمل، نبحث في الإمكانات التنبؤية للمتغيرات السريرية غير الكلوية التي تُجمع بشكل روتيني لتصنيف مرض الكلى المزمن، بما في ذلك العوامل الاجتماعية والديموغرافية، والحالات المرضية المصاحبة، ونتائج تحليل البول. نُقدم نهج التعلم التمثيلي الموجه نحو طب الكلى (NORA)، الذي يجمع بين التعلم التبايني الخاضع للإشراف ومصنف الغابة العشوائية غير الخطي. يستمد NORA أولًا تمثيلات تمييزية للمرضى من بيانات السجلات الصحية الإلكترونية الجدولية، والتي تُستخدم بعد ذلك لتصنيف مرض الكلى المزمن. قمنا بتقييم NORA على مجموعة بيانات السجلات الصحية الإلكترونية القائمة على العيادات من أطباء أمراض الكلى في ريفرسايد. أظهرت نتائجنا أن NORA يُحسّن قابلية فصل الفئات والأداء العام للتصنيف، ولا سيما تحسين درجة F1 لمرحلة مرض الكلى المزمن المبكرة. بالإضافة إلى ذلك، قمنا بتقييم إمكانية تعميم NORA على مجموعة بيانات UCI CKD، مما يدل على فعاليتها في تصنيف مخاطر CKD عبر مجموعات المرضى المتميزة.",https://arxiv.org/abs/2509.12704v1
2509.12697v1,التخصيص ثنائي المستوى لنماذج الأساس الفيدرالية: نهج تجميع متجه المهام,يييوان يانغ؛ جودونج لونج؛ تشينغهوا لو؛ ليمينغ تشو؛ جينغ جيانغ,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"تُمثل نماذج الأساس المُجمّعة نموذجًا جديدًا للضبط الدقيق المُشترك لنماذج الأساس المُدرّبة مُسبقًا على مستوى العملاء. لا يزال ضبط نماذج الأساس لمجموعة صغيرة من المستخدمين الجُدد أو في سيناريوهات مُتخصصة يُمثّل تحديًا، حيث عادةً ما تتضمن بيانات محدودة مُقارنةً بالبيانات واسعة النطاق المُستخدمة في التدريب المُسبق. في هذا السياق، تُصبح المُفاضلة بين التخصيص والتوحيد أكثر حساسية. ولمعالجة هذه المُشكلات، اقترحنا إطار عمل تخصيص ثنائي المستوى للضبط الدقيق المُجمّع على نماذج الأساس. على وجه التحديد، نُجري ضبطًا دقيقًا مُخصّصًا على مستوى العميل باستخدام بياناته الخاصة، ثم نُجري تجميعًا مُخصّصًا على مستوى الخادم باستخدام مُستخدمين مُماثلين مُقاسين بمُتّجهات مهام خاصة بالعميل. وبالنظر إلى معلومات التخصيص المُكتسبة من الضبط الدقيق على مستوى العميل، يُمكن للتجميع المُخصّص على مستوى الخادم الحصول على معلومات تخصيص على مستوى المجموعة مع التخفيف من إزعاج العملاء غير المُلائمين أو المُتضاربين في المصالح ببيانات غير IID. وقد أثبتت التحليلات التجريبية المُكثّفة في مجموعات بيانات المُقارنة فعالية الخوارزمية المُقترحة.",https://arxiv.org/abs/2509.12697v1
2509.12694v1,محول الرسم البياني الناعم لاكتشاف MIMO,جيادونغ هونغ؛ لي ليو؛ شينيو بيان؛ وينجي وانغ؛ تشاويانغ تشانغ,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"نقترح مُحوِّل الرسم البياني الناعم (SGT)، وهو بنية عصبية ذات مدخلات ومخرجات ناعمة، مُصمَّمة خصيصًا لاكتشاف MIMO. في حين يُحقِّق اكتشاف أقصى احتمال (ML) دقةً مثالية، إلا أن تعقيده الأسّي المُعيق يجعله غير عملي في الأنظمة الواقعية. تُقدِّم خوارزميات تمرير الرسائل التقليدية بدائلَ سهلة الاستخدام، لكنها تعتمد على مُقاربات الأنظمة الكبيرة وافتراضات المصفوفات العشوائية، وكلاهما يفشل في التطبيقات العملية. من ناحية أخرى، لا تُدمج الكواشف السابقة القائمة على المُحوِّلات بنية الرسم البياني لعامل MIMO، ولا تستطيع استخدام المعلومات الناعمة من جانب مُفكِّك التشفير، مما يُحد من أدائها المُستقل وقابليتها للتطبيق في الكشف وفك التشفير التكراري (IDD). للتغلب على هذه القيود، يُدمِج SGT تمرير الرسائل مُباشرةً في آلية انتباه مُدرَكة للرسم البياني، ويدعم التحديثات المُستنيرة بفكِّ التشفير من خلال تضمينات المدخلات الناعمة. يُمكِّن هذا التصميم من توليد مُخرجات ناعمة فعَّالة مع الحفاظ على الكفاءة الحسابية. باعتباره جهاز كشف مستقل، يقترب SGT بشكل وثيق من أداء التعلم الآلي ويتفوق على الأساليب السابقة القائمة على المحول.",https://arxiv.org/abs/2509.12694v1
2509.12688v1,ZTree: إطار عمل لتعلم شجرة القرار يعتمد على تحديد المجموعات الفرعية,إريك تشينج؛ جي تشنغ,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"أشجار القرار هي فئة شائعة الاستخدام من نماذج التعلم الآلي، تُقدّر لقابليتها للتفسير وتعدد استخداماتها، وقدرتها على التصنيف والانحدار. نقترح ZTree، وهو إطار عمل مبتكر لتعلم أشجار القرار، يستبدل تقسيم CART التقليدي القائم على النقاء بتحديد المجموعات الفرعية المبني على مبادئ إحصائية. عند كل عقدة، يُطبّق ZTree اختبار الفرضيات (مثل اختبارات z، واختبارات t، ومعامل مان-ويتني، ورتبة اللوغاريتم) لتقييم ما إذا كانت المجموعة الفرعية المرشحة تختلف اختلافًا ذا معنى عن المتمم. للتكيف مع تعقيد الاختبارات المتعددة، نستخدم نهجًا قائمًا على التحقق المتبادل لتحديد ما إذا كانت هناك حاجة لمزيد من تقسيم العقد. يُلغي معيار التوقف القوي هذا الحاجة إلى التقليم اللاحق، ويجعل عتبة الاختبار (عتبة z) المعلمة الوحيدة للتحكم في تعقيد الشجرة. نظرًا لبساطة إجراء نمو الشجرة، بمجرد تعلم شجرة مفصلة باستخدام عتبة z الأكثر تساهلاً، يمكن اشتقاق جميع الأشجار الأبسط ببساطة عن طريق إزالة العقد التي لا تلبي عتبات z الأكبر. هذا يجعل ضبط المعاملات بديهيًا وفعالًا. علاوة على ذلك، فإن عتبة z هذه هي في الأساس قيمة احتمالية، مما يسمح للمستخدمين بإدخال الاختبارات الإحصائية المناسبة بسهولة في إطار عملنا دون تعديل نطاق البحث عن المعاملات. يُظهر التقييم التجريبي لخمس مجموعات بيانات UCI واسعة النطاق أن ZTree يُقدم أداءً قويًا باستمرار، خاصةً في أنظمة البيانات المنخفضة. مقارنةً بـ CART، يميل ZTree أيضًا إلى إنشاء أشجار أبسط دون التضحية بالأداء. يُقدم ZTree بديلاً قائمًا على الإحصائيات لتقسيم شجرة القرار التقليدية من خلال الاستفادة من اختبار الفرضيات ونهج التحقق المتبادل لتصحيح الاختبارات المتعددة، مما ينتج عنه إطار عمل فعال ومرن.",https://arxiv.org/abs/2509.12688v1
2509.12682v1,دراسة مقارنة لأداء YOLOv8 مع YOLOv11 في مهام الرؤية تحت الماء,جوردون هونغ؛ إيفان فيليبي رودريغيز,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"تعتمد المركبات ذاتية القيادة تحت الماء (AUVs) بشكل متزايد على أنظمة الرؤية الحاسوبية المدمجة في مهام مثل رسم خرائط الموائل، والرصد البيئي، وتفتيش البنية التحتية. ومع ذلك، تُعيق عمليات التصوير تحت الماء ضعف الضوء، والعكارة، والاختلال الشديد في فئات الكائنات، في حين أن الموارد الحاسوبية المتاحة على المركبات ذاتية القيادة محدودة. تُعد أجهزة الكشف أحادية المرحلة من عائلة YOLO جذابة لأنها تدمج تحديد الموقع والتصنيف في شبكة واحدة منخفضة الكمون؛ ومع ذلك، فإن معاييرها الأرضية (COCO، وPASCAL-VOC، وOpen Images) تترك تساؤلاً حول أداء إصدارات YOLO المتتالية في المجال البحري مفتوحاً. نقوم بإعداد مجموعتي بيانات متاحتين للجميع تغطيان ظروف تشغيل متباينة: مجموعة أمراض المرجان (4480 صورة، 18 فئة) ومجموعة أنواع الأسماك (7500 صورة، 20 فئة). لكل مجموعة بيانات، نُنشئ أربعة أنظمة تدريب (25%، 50%، 75%، و100% من الصور) مع الحفاظ على ثبات أقسام التحقق والاختبار المتوازنة. ندرب YOLOv8-s وYOLOv9-s وYOLOv10-s وYOLOv11-s باستخدام معلمات فائقة متطابقة (100 حقبة، مدخلات 640 بكسل، دفعة = 16، وحدة معالجة الرسومات T4)، ونقيّم الدقة، والتذكير، وmAP50، وmAP50-95، ووقت الاستدلال لكل صورة، وعدد الإطارات في الثانية (FPS). تختبر تصورات Grad-CAM اللاحقة استخدام الميزات ودقة تحديد المواقع. في كلتا مجموعتي البيانات، تصل الدقة إلى حد التشبع بعد YOLOv9، مما يشير إلى أن الابتكارات المعمارية تستهدف في المقام الأول الكفاءة بدلاً من الدقة. مع ذلك، تتحسن سرعة الاستدلال بشكل ملحوظ. تقدم نتائجنا (i) أول مقارنة خاضعة للرقابة بين متغيرات YOLO الحديثة في التصوير تحت الماء، (ii) تظهر أن YOLOv10 خفيف الوزن يوفر أفضل توازن بين السرعة والدقة لنشر AUV المضمنة، و(iii) تقدم معيارًا مفتوحًا وقابلًا للتكرار وقاعدة بيانات لتسريع أبحاث الرؤية البحرية في المستقبل.",https://arxiv.org/abs/2509.12682v1
2509.12679v1,قوانين قياس نموذج اللغة الكبير للحالات الكمومية العصبية في الكيمياء الكمومية,أوليفر نيتر؛ دان تشاو؛ ستيفان ليشناور؛ شرافان فيرابانيني,[تم تقديمه في ١٦ سبتمبر ٢٠٢٥],"استُخدمت قوانين القياس لوصف كيفية تدرج أداء نموذج اللغة الكبير (LLM) مع حجم النموذج، أو حجم بيانات التدريب، أو حجم الموارد الحاسوبية. وانطلاقًا من تزايد اعتماد حالات الكم العصبية (NQS) على مكونات قائمة على LLM، نسعى لفهم قوانين قياس حالات الكم العصبية، مما يُسلط الضوء على قابلية التوسع والأداء الأمثل - المفاضلات بين الموارد لتحليل حالات الكم العصبية. وبشكل خاص، نُحدد قوانين القياس التي تتنبأ بالأداء، كما يُقاس بالخطأ المطلق ودرجة V، لنماذج NQS القائمة على المحولات كدالة لحجم المشكلة في تطبيقات كيمياء الكم الكمومية الثانية. ومن خلال إجراء تحسين مماثل مقيد بالحوسبة لمنحنيات المعلمات الناتجة، نجد أن العلاقة بين حجم النموذج ووقت التدريب تعتمد بشكل كبير على مقياس الخسارة وتحليل حالات الكم العصبية، ولا تتبع العلاقة الخطية تقريبًا الموجودة في نماذج اللغة.",https://arxiv.org/abs/2509.12679v1
