source,title,company,team_or_department,commitment,location,remote,salary,skills,posted_at,updated_at,apply_url,description
Greenhouse,"Machine Learning Systems Engineer, Research Tools",anthropic,AI Research & Engineering,,"San Francisco, CA | New York City, NY",,"$300,00","kubernetes, llm, python",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4579550008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role: You want to build the cutting-edge systems that train AI models like Claude. You're excited to work at the frontier of machine learning, implementing and improving advanced techniques to create ever more capable, reliable and steerable AI. As an ML Systems Engineer on our Research Tools team, you'll be responsible for the critical algorithms and infrastructure that our researchers depend on to train models. Your work will directly enable breakthroughs in AI capabilities and safety. You'll focus obsessively on improving the performance, robustness, and usability of these systems so our research can progress as quickly as possible. You're energized by the challenge of supporting and empowering our research team in the mission to build beneficial AI systems. Our finetuning researchers train our production Claude models, and internal research models, using RLHF and other related methods. Your job will be to build, maintain, and improve the algorithms and systems that these researchers use to train models. You’ll be responsible for improving the speed, reliability, and ease-of-use of these systems. You may be a good fit if you: Have 2+ years of software engineering experience Like working on systems and tools that make other people more productive Are results-oriented, with a bias towards flexibility and impact Pick up slack, even if it goes outside your job description Enjoy pair programming (we love to pair!) Want to learn more about machine learning research Care about the societal impacts of your work Strong candidates may also have experience with: High performance, large scale distributed systems Kubernetes Python Implementing LLM finetuning algorithms, such as RLHF Representative projects: Profiling our reinforcement learning pipeline to find opportunities for improvement Building a system that regularly launches training jobs in a test environment so that we can quickly detect problems in the training pipeline Making changes to our finetuning systems so they work on new model architectures Building instrumentation to detect and eliminate Python GIL contention in our training code Diagnosing why training runs have started slowing down after some number of steps, and fixing it Implementing a stable, fast version of a new training algorithm proposed by a researcher Deadline to apply: None. Applications will be reviewed on a rolling basis. The expected salary range for this position is: Annual Salary: $300,000 — $405,000 USD Logistics Education requirements: We require at least a Bachelor's degree in a related field or equivalent experience. Location-based hybrid policy: Currently, we expect all staf"
Greenhouse,"Machine Learning Systems Engineer, RL Engineering",anthropic,AI Research & Engineering,,"San Francisco, CA",,"$300,00","llm, python",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4577144008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role: You want to build the cutting-edge systems that train AI models like Claude. You're excited to work at the frontier of machine learning, implementing and improving advanced techniques to create ever more capable, reliable and steerable AI. As an ML Systems Engineer on our Reinforcement Learning Engineering team, you'll be responsible for the critical algorithms and infrastructure that our researchers depend on to train models. Your work will directly enable breakthroughs in AI capabilities and safety. You'll focus obsessively on improving the performance, robustness, and usability of these systems so our research can progress as quickly as possible. You're energized by the challenge of supporting and empowering our research team in the mission to build beneficial AI systems. Our finetuning researchers train our production Claude models, and internal research models, using RLHF and other related methods. Your job will be to build, maintain, and improve the algorithms and systems that these researchers use to train models. You’ll be responsible for improving the speed, reliability, and ease-of-use of these systems. You may be a good fit if you: Have 4+ years of software engineering experience Like working on systems and tools that make other people more productive Are results-oriented, with a bias towards flexibility and impact Pick up slack, even if it goes outside your job description Enjoy pair programming (we love to pair!) Want to learn more about machine learning research Care about the societal impacts of your work Strong candidates may also have experience with: High performance, large scale distributed systems Large scale LLM training Python Implementing LLM finetuning algorithms, such as RLHF Representative projects: Profiling our reinforcement learning pipeline to find opportunities for improvement Building a system that regularly launches training jobs in a test environment so that we can quickly detect problems in the training pipeline Making changes to our finetuning systems so they work on new model architectures Building instrumentation to detect and eliminate Python GIL contention in our training code Diagnosing why training runs have started slowing down after some number of steps, and fixing it Implementing a stable, fast version of a new training algorithm proposed by a researcher Deadline to apply: None. Applications will be reviewed on a rolling basis. The expected salary range for this position is: Annual Salary: $300,000 — $405,000 USD Logistics Education requirements: We require at least a Bachelor's degree in a related field or equivalent experience. Location-based hybrid pol"
Greenhouse,"Machine Learning Systems Engineer, Safeguards Research",anthropic,AI Research & Engineering,,"San Francisco, CA",,"$315,00","jax, llm, python, pytorch, tensorflow",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4613882008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role The Safeguards Research Team (part of the larger Alignment Science team ) conducts critical safety research and engineering to ensure AI systems can be deployed safely. Our work is fundamental to Anthropic's ability to release advanced models—without the safety systems we build, models like Claude Opus 4 simply couldn't be deployed. We're not just another ML team; we work at the frontier of AI safety, directly enabling Anthropic to fulfill its Responsible Scaling Policy commitments. As a Machine Learning Engineer on our team, you'll bridge the gap between research and engineering, developing robust end-to-end pipelines and ML systems that directly support our safety initiatives. You'll work on building scalable infrastructure for evaluating safety systems, implementing efficient training pipelines for safeguards, and creating automated systems to help us understand and mitigate risks in advanced AI systems. Your applied ML engineering work will have immediate, measurable impact—determining whether Anthropic can release its next generation of models while maintaining our safety guarantees. You bring both ML fundamentals and strong engineering practices to the team. You're comfortable training and fine-tuning language models, have intuitions about hyperparameter optimization, and can implement efficient data processing pipelines. You take a pragmatic approach to ML engineering, preferring simple, effective solutions over complex ones. You'll collaborate closely with researchers to translate experimental concepts into production-quality ML systems that address both immediate safety challenges and support longer-term research initiatives. Representative projects: Design and implement ML pipelines for training and evaluating safety classifiers and detection models Build infrastructure for hyperparameter optimization and model selection across safety experiments Create flexible interfaces and dashboards for researchers to interact with models and experimental setups Create efficient data processing pipelines that can handle large-scale model outputs and training datasets Develop tooling to automate the generation, analysis, and classification of jailbreak attempts You may be a good fit if you: Understand fundamental ML concepts like overfitting and regularization Have practical experience with improving and evaluating ML models Are proficient with ML frameworks (e.g., PyTorch, TensorFlow, JAX) and can implement custom training loops Have strong software engineering skills, particularly with Python Excel at building scalable data pipelines, interpretable dashboards, and ML infrastructure Are experienced wit"
Greenhouse,"Manager of Solutions Architecture, Applied AI",anthropic,Sales,,"San Francisco, CA | New York City, NY",,"$270,00",llm,,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4819732008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role: As the manager of the Digital Native, Applied AI, Solutions Architect team at Anthropic, you will drive the adoption of frontier AI by enabling the deployment of Anthropic's products (Claude for Enterprise, Claude Code, and API) across Enterprise Tech companies and digital-first organizations. You'll leverage your technical skills and consultative sales experience to drive positive AI transformation that addresses our customers' business needs, meets their technical requirements, and provides a high degree of reliability and safety. You'll be responsible for leading & growing the Digital Native, Applied AI, Solutions Architect team, establish processes and best practices for your segment's pre-sales engagements based on your years of experience, help each team member achieve success, high productivity, and career growth, and represent Anthropic as a technical lead on some of its most important partnerships. In collaboration with the Sales, Product, and Engineering teams, you'll help enterprise tech partners incorporate leading-edge AI systems into their cutting-edge products and platforms. You will employ your excellent communication skills to explain and demonstrate complex solutions persuasively to technical and non-technical audiences alike. You will play a critical role in identifying opportunities to innovate and differentiate our AI systems, while maintaining our best-in-class safety standards. Responsibilities: Manage and mentor a team of Applied AI, Solutions Architects, providing both technical guidance and career development Set goals and reviews for your team, promoting growth and output Work with a handful of highest-value Digital Native enterprise customers on their overall AI adoption strategies, focusing on pre-sales technical excellence including use case scoping, technical champion building, and POC execution Partner closely with your aligned GTM leadership to understand customer requirements & co-build GTM strategies to drive adoption for Digital Native enterprise customers Own the technical portions of pre-sales engagements, ensuring your team provides compelling demos and validates enterprise customer ROI from Anthropic products Drive collaboration from cross-functional teams to influence and unify stakeholders at all levels of the organization to drive business outcomes Travel occasionally to customer sites for executive-level sessions, technical workshops, and building relationships Establish a shared vision for creating solutions that enable beneficial and safe AI in technology products Lead the vision, strategy, and execution of innovative solutions that leverage our latest m"
Greenhouse,"ML Infrastructure Engineer, Safeguards",anthropic,Safeguards (Trust & Safety) ,,"San Francisco, CA",,"$320,00","aws, gcp, jax, kubernetes, llm, python, pytorch, spark, tensorflow",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4778843008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role We are seeking a Machine Learning Infrastructure Engineer to join our Safeguards organization, where you'll build and scale the critical infrastructure that powers our AI safety systems. You'll work at the intersection of machine learning, large-scale distributed systems, and AI safety, developing the platforms and tools that enable our safeguards to operate reliably at scale. As part of the Safeguards team, you'll design and implement ML infrastructure that powers Claude safety. Your work will directly contribute to making AI systems more trustworthy and aligned with human values, ensuring our models operate safely as they become more capable. Responsibilities: Design and build scalable ML infrastructure to support real-time and batch classifier and safety evaluations across our model ecosystem Build monitoring and observability tools to track model performance, data quality, and system health for safety-critical applications Collaborate with research teams to productionize safety research, translating experimental safety techniques into robust, scalable systems Optimize inference latency and throughput for real-time safety evaluations while maintaining high reliability standards Implement automated testing, deployment, and rollback systems for ML models in production safety applications Partner with Safeguards, Security, and Alignment teams to understand requirements and deliver infrastructure that meets safety and production needs Contribute to the development of internal tools and frameworks that accelerate safety research and deployment You may be a good fit if you: Have 5+ years of experience building production ML infrastructure, ideally in safety-critical domains like fraud detection, content moderation, or risk assessment Are proficient in Python and have experience with ML frameworks like PyTorch, TensorFlow, or JAX Have hands-on experience with cloud platforms (AWS, GCP) and container orchestration (Kubernetes) Understand distributed systems principles and have built systems that handle high-throughput, low-latency workloads Have experience with data engineering tools and building robust data pipelines (e.g., Spark, Airflow, streaming systems) Are results-oriented, with a bias towards reliability and impact in safety-critical systems Enjoy collaborating with researchers and translating cutting-edge research into production systems Care deeply about AI safety and the societal impacts of your work Strong candidates may have experience with: Working with large language models and modern transformer architectures Implementing A/B testing frameworks and experimentation infrastructure for ML sys"
Greenhouse,"Product Engineer, Applied AI",anthropic,Sales,,"Tokyo, Japan",, 25,"llm, python",,2025-09-09,https://job-boards.greenhouse.io/anthropic/jobs/4830207008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role As a member of the Applied AI team at Anthropic, you will drive the adoption of frontier AI by developing bespoke LLM solutions for top enterprises across Japan. You’ll leverage your customer-facing experience and technical skills to architect innovative solutions that address our customers' business needs, meet their technical requirements, and provide a high degree of reliability and safety. In collaboration with the Sales, Product, and Engineering teams, you’ll help enterprise partners incorporate leading-edge AI systems into their products. You will employ your excellent communication skills to explain and demonstrate complex solutions persuasively to technical and non-technical audiences alike. You will play a critical role in identifying opportunities to innovate and differentiate our AI systems, while maintaining our best-in-class safety standards. Responsibilities: Act as the primary technical advisor for prospective customers across Japan evaluating Claude. Demonstrate how Claude can be used to solve high value business problems by developing system architectures and leveraging novel prompting techniques Partner closely with account executives to understand customer requirements. Configure Claude's capabilities to showcase how it meets the customer's needs. Develop customized pilots and prototypes, as well as evaluation suites to make the case for customer adoption Drive technical decision making by advising on optimal setup, architecture, and integration of Claude into the customer's existing infrastructure Recommend solutions to technical roadblocks Support customer onboarding across Japan by working cross-functionally to ensure successful ramp and adoption. Serve as an ongoing technical advisor throughout implementation and beyond go-live Travel occasionally to customer sites for workshops, implementation support, and building relationships Establish a shared vision for creating solutions that enable beneficial and safe AI Lead the vision, strategy, and execution of innovative solutions that leverage our latest models’ capabilities across Japan You may be a good fit if you have: 4+ years of experience as a Technical Product Manager, Forward Deployed Engineer, or Platform Engineer Native-level Japanese fluency and business-level English required Designed novel and innovative solutions for technical platforms in a developing business area across Japan Strong technical aptitude to partner with engineers and strong proficiency in Python required Recent experience building production systems with large language models The ability to navigate and execute amidst ambiguity, and to flex into diffe"
Greenhouse,"Product Engineer, Applied AI",anthropic,Sales,,"San Francisco, CA | New York City, NY | Seattle, WA",,"$200,00","llm, python",,2025-09-17,https://job-boards.greenhouse.io/anthropic/jobs/4461430008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. As a member of the Applied AI team at Anthropic, you will be a technical Product Engineer focused on becoming a trusted technical advisor to customers as they adopt Claude. You will work closely with customer product and engineering teams as they ship new products powered by Claude: advising on architecture design decisions, developing evaluation frameworks, and guiding customers through the most cutting edge implementation patterns for LLMs. Working closely with our Sales, Product, and Engineering teams, you'll guide customers from technical discovery through successful deployment. You'll combine deep engineering expertise with customer-facing skills to help customers understand the potential of working with LLMs and build innovative solutions that address complex business challenges while maintaining our high standards for safety and reliability. Responsibilities: Serve as a technical advisor to Anthropic customers as they deploy new products & workflows with our models: from discovery through deployment, coordinating internally across multiple teams to drive customer success Partner with account executives to deeply understand customer product requirements and architect technical solutions, ensuring alignment between business objectives and technical implementation Guide technical architecture decisions and help customers build state-of-the-art products & workflows with LLMs via API Develop customized pilots, prototypes, and evaluation suites that make the case for customer deployment of our models into customer products and workflows via our API Lead hands-on technical workshops and code reviews with customer engineering teams Identify common design patterns and contribute insights back to our Product and Engineering teams Maintain strong knowledge of the latest developments in LLM capabilities, implementation patterns, and AI product development stacks Travel occasionally to customer sites for workshops, implementation support, and building relationships Attend conferences, lead speaking engagements, write blog posts and white papers on topics surrounding the AI space You may be a good fit if you have: 4+ years of experience in a technical roles such as Customer Engineer, Forward Deployed Engineer, Software Engineer or Technical Product Manager with a desire to work closely with customers Production experience with LLMs including advanced prompt engineering, agent development, evaluation frameworks, and deployment at scale Strong programming skills with proficiency in Python and experience building production applications Expertise working with common LLM implementation patterns, prompt engineering, evaluation"
Greenhouse,"Recruiter, AI Research",anthropic,People,,"San Francisco, CA",,"$170,00",llm,,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4604015008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the Role: Anthropic is looking for a talented AI Research Recruiter to partner with our Research teams. In this pivotal role, you will be instrumental in shaping the future of our organization by identifying, engaging, and hiring the best and brightest minds across a range of disciplines. As we continue to push the boundaries of AI research and development, we need a passionate recruiter who can help us build a world-class team dedicated to creating safe and beneficial AI systems. Responsibilities: Develop and execute strategic recruiting plans to identify, source, and hire highly qualified candidates, with a focus on Machine Learning and AI research talent Partner with Research hiring managers and interviewers to understand hiring needs, team matching, required skills and qualifications Enhance and implement recruiting processes and programs while maintaining an inclusive and high talent bar, such as developing targeted outreach campaigns, building connections with industry leaders, and removing any unfair biases from the hiring process Collaborate with leadership and cross-functional partners to understand organizational needs and map out long-term talent acquisition strategies that balance priorities across all technical teams Enhance Anthropic's employer brand within the research and science community to showcase our mission, culture, and values to candidates Stay up-to-date on recruiting best practices, emerging sourcing techniques, interview innovations, and workplace trends You may be a good fit if you: Have 5+ years of experience in full life cycle recruiting supporting technical research teams Have a passion for AI's potential to positively impact the world and realistic assessment of its risks and limitations Are experimental and are open to new, creative recruiting ideas, or have experience working with hiring managers who are open to non-traditional talent strategies Thrive in fast-paced, dynamic environments and enjoy juggling multiple priorities Possess strong technical aptitude with the ability to understand and evaluate technical qualifications Have enthusiasm for deeply understanding the needs of researchers and innovating on recruiting processes to make them more tailored to the world of research Have excellent organizational skills and attention to detail, as well as a proactive mindset and ability to operate with autonomy Have experience partnering with researchers and hiring talent that work on GenAI and LLMs Have a proven track record of scaling and building diverse and high-performing teams in a fast-paced, high-growth startup environment Strong candidates may also: Bring a deep interes"
Greenhouse,"Research Engineer / Research Scientist, Multimodal",anthropic,AI Research & Engineering,,"London, UK",,"£250,00","kubernetes, pytorch",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4629430008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. At Anthropic, we believe the most impactful safety research will require access to frontier AI systems. The most powerful AIs will operate not just on text but also other modes of data, including images, video and audio. Such models have potential to augment human creativity and productivity in exciting ways. However, we are very concerned about the risks introduced by powerful multimodal AIs. The Multimodal team at Anthropic builds and studies multimodal models to better understand and mitigate these risks. Our team works across many parts of a large stack that includes training, inference, system design and data collection. Some of our core focus areas are: Foundational Research We develop new architectures for modeling multimodal data and study how they interact with text-only models at scale. Building Infrastructure We work on many infrastructure projects including: Complex multimodal reinforcement learning environments. High-performance RPC servers for processing image inputs. Sandboxing infrastructure for securely collecting data. Data Ingestion We are more interested in running simple experiments at large scale than smaller complex experiments. This requires access to very large sources of multimodal data. We develop tooling to collect, process and clean multimodal data at scale. Because we focus on so many areas, the team is looking to work with both experienced engineers and strong researchers, and encourage anyone along the researcher/engineer curve to apply. You may be a good fit if you: Have significant software engineering experience Are results-oriented, with a bias towards flexibility and impact Pick up slack, even if it goes outside your job description Enjoy pair programming (we love to pair!) Want to learn more about machine learning research Care about the societal impacts of your work Strong candidates may also have experience with: High performance, large-scale ML systems GPUs, Kubernetes, Pytorch, or OS internals Language modeling with transformers Reinforcement learning Large-scale ETL The expected salary range for this position is: Annual Salary: £250,000 — £270,000 GBP Logistics Education requirements: We require at least a Bachelor's degree in a related field or equivalent experience. Location-based hybrid policy: Currently, we expect all staff to be in one of our offices at least 25% of the time. However, some roles may require more time in our offices. Visa sponsorship: We do sponsor visas! However, we aren't able to successfully sponsor visas for every role and every candidate. But if we make you an offer, we will make every reasonable effort to get you a visa, and we retain an immigrat"
Greenhouse,"Research Engineer / Research Scientist, Pre-training",anthropic,AI Research & Engineering,,"Zürich, CH",, 25,"kubernetes, llm, python",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4799425008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the team We are seeking passionate Research Scientists and Engineers to join our growing Pre-training team in Zurich. We are involved in developing the next generation of large language models. The team primarily focuses on multimodal capabilities: giving LLMs the ability to understand and interact with modalities other than text. In this role, you will work at the intersection of cutting-edge research and practical engineering, contributing to the development of safe, steerable, and trustworthy AI systems. Responsibilities In this role you will interact with many parts of the engineering and research stacks. Conduct research and implement solutions in areas such as model architecture, algorithms, data processing, and optimizer development Independently lead small research projects while collaborating with team members on larger initiatives Design, run, and analyze scientific experiments to advance our understanding of large language models Optimize and scale our training infrastructure to improve efficiency and reliability Develop and improve dev tooling to enhance team productivity Contribute to the entire stack, from low-level optimizations to high-level model design Qualifications & Experience We encourage you to apply even if you do not believe you meet every single criterion. Because we focus on so many areas, the team is looking for both experienced engineers and strong researchers, and encourage anyone along the researcher/engineer spectrum to apply. Degree (BA required, MS or PhD preferred) in Computer Science, Machine Learning, or a related field Strong software engineering skills with a proven track record of building complex systems Expertise in Python and deep learning frameworks Have worked on high-performance, large-scale ML systems, particularly in the context of language modeling Familiarity with ML Accelerators, Kubernetes, and large-scale data processing Strong problem-solving skills and a results-oriented mindset Excellent communication skills and ability to work in a collaborative environment You'll thrive in this role if you Have significant software engineering experience Are able to balance research goals with practical engineering constraints Are happy to take on tasks outside your job description to support the team Enjoy pair programming and collaborative work Are eager to learn more about machine learning research Are enthusiastic to work at an organization that functions as a single, cohesive team pursuing large-scale AI research projects Have ambitious goals for AI safety and general progress in the next few years, and you’re excited to create the best outcomes over the long-term"
Greenhouse,"Research Scientist / Research Engineer, Pre-training",anthropic,AI Research & Engineering,,"London, UK",,"£250,00","kubernetes, llm, python, pytorch",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4681526008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. Anthropic is at the forefront of AI research, dedicated to developing safe, ethical, and powerful artificial intelligence. Our mission is to ensure that transformative AI systems are aligned with human interests. We are seeking a Research Engineer to join our Pretraining team, responsible for developing the next generation of large language models. In this role, you will work at the intersection of cutting-edge research and practical engineering, contributing to the development of safe, steerable, and trustworthy AI systems. Key Responsibilities: Conduct research and implement solutions in areas such as model architecture, algorithms, data processing, and optimizer development Independently lead small research projects while collaborating with team members on larger initiatives Design, run, and analyze scientific experiments to advance our understanding of large language models Optimize and scale our training infrastructure to improve efficiency and reliability Develop and improve dev tooling to enhance team productivity Contribute to the entire stack, from low-level optimizations to high-level model design Qualifications: Advanced degree (MS or PhD) in Computer Science, Machine Learning, or a related field Strong software engineering skills with a proven track record of building complex systems Expertise in Python and experience with deep learning frameworks (PyTorch preferred) Familiarity with large-scale machine learning, particularly in the context of language models Ability to balance research goals with practical engineering constraints Strong problem-solving skills and a results-oriented mindset Excellent communication skills and ability to work in a collaborative environment Care about the societal impacts of your work Preferred Experience: Work on high-performance, large-scale ML systems Familiarity with GPUs, Kubernetes, and OS internals Experience with language modeling using transformer architectures Knowledge of reinforcement learning techniques Background in large-scale ETL processes You'll thrive in this role if you: Have significant software engineering experience Are results-oriented with a bias towards flexibility and impact Willingly take on tasks outside your job description to support the team Enjoy pair programming and collaborative work Are eager to learn more about machine learning research Are enthusiastic to work at an organization that functions as a single, cohesive team pursuing large-scale AI research projects Are working to align state of the art models with human values and preferences, understand and interpret deep neural networks, or develop new models to support these areas of res"
Greenhouse,"Research Scientist, Interpretability",anthropic,AI Research & Engineering,,"San Francisco, CA",remote, 2023 ,"llm, python",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4020159008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role: When you see what modern language models are capable of, do you wonder, ""How do these things work? How can we trust them?"" The Interpretability team at Anthropic is working to reverse-engineer how trained models work because we believe that a mechanistic understanding is the most robust way to make advanced systems safe. We’re looking for researchers and engineers to join our efforts. People mean many different things by ""interpretability"". We're focused on mechanistic interpretability, which aims to discover how neural network parameters map to meaningful algorithms. Some useful analogies might be to think of us as trying to do ""biology"" or ""neuroscience"" of neural networks using “microscopes” we build, or as treating neural networks as binary computer programs we're trying to ""reverse engineer"". A few places to learn more about our work and team at a high level are this introduction to Interpretability from our research lead, Chris Olah ; a discussion of our work on the Hard Fork podcast produced by the New York Times, and this blog post (and accompanying video) sharing more about some of the engineering challenges we’d had to solve to get these results. Some of our team's notable publications include A Mathematical Framework for Transformer Circuits , In-context Learning and Induction Heads , Toy Models of Superposition , Scaling Monosemanticity , and our Circuits’ Methods and Biology papers. This work builds on ideas from members' work prior to Anthropic such as the original circuits thread , Multimodal Neurons , Activation Atlases , and Building Blocks . We aim to create a solid foundation for mechanistically understanding neural networks and making them safe (see our vision post ). In the short term, we have focused on resolving the issue of ""superposition"" (see Toy Models of Superposition , Superposition, Memorization, and Double Descent , and our May 2023 update ), which causes the computational units of the models, like neurons and attention heads, to be individually uninterpretable, and on finding ways to decompose models into more interpretable components. Our subsequent work found millions of features in Sonnet, one of our production language models, represents progress in this direction. In our most recent work, we develop methods that allow us to build circuits using features and use this circuits to understand the mechanisms associated with a model's computation and study specific examples of multi-hop reasoning, planning, and chain-of-thought faithfulness on Haiku 3.5, one of our production models.” This is a stepping stone towards our overall goal of mechanistically understanding ne"
Greenhouse,"Research Scientist, Tokens (Multimodal)",anthropic,AI Research & Engineering,,"San Francisco, CA | New York City, NY | Seattle, WA",,"$280,00","kubernetes, pytorch",,2025-09-03,https://job-boards.greenhouse.io/anthropic/jobs/4628787008,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. At Anthropic, we believe the most impactful safety research will require access to frontier AI systems. The most powerful AIs will operate not just on text but also other modes of data, including images, video and audio. Such models have potential to augment human creativity and productivity in exciting ways. However, we are very concerned about the risks introduced by powerful multimodal AIs. The Multimodal team at Anthropic builds and studies multimodal models to better understand and mitigate these risks. Our team works across many parts of a large stack that includes training, inference, system design and data collection. Some of our core focus areas are: Foundational Research We develop new architectures for modeling multimodal data and study how they interact with text-only models at scale. Building Infrastructure We work on many infrastructure projects including: Complex multimodal reinforcement learning environments. High-performance RPC servers for processing image inputs. Sandboxing infrastructure for securely collecting data. Data Ingestion We are more interested in running simple experiments at large scale than smaller complex experiments. This requires access to very large sources of multimodal data. We develop tooling to collect, process and clean multimodal data at scale. Because we focus on so many areas, the team is looking to work with both experienced engineers and strong researchers, and encourage anyone along the researcher/engineer curve to apply. You may be a good fit if you: Have significant software engineering experience Are results-oriented, with a bias towards flexibility and impact Pick up slack, even if it goes outside your job description Enjoy pair programming (we love to pair!) Want to learn more about machine learning research Care about the societal impacts of your work Strong candidates may also have experience with: High performance, large-scale ML systems GPUs, Kubernetes, Pytorch, or OS internals Language modeling with transformers Reinforcement learning Large-scale ETL The expected salary range for this position is: Annual Salary: $280,000 — $425,000 USD Logistics Education requirements: We require at least a Bachelor's degree in a related field or equivalent experience. Location-based hybrid policy: Currently, we expect all staff to be in one of our offices at least 25% of the time. However, some roles may require more time in our offices. Visa sponsorship: We do sponsor visas! However, we aren't able to successfully sponsor visas for every role and every candidate. But if we make you an offer, we will make every reasonable effort to get you a visa, and we retain an immigrat"
